mot,cos_1978,jacc_1978,cos_1981,jacc_1981,cos_1988,jacc_1988,cos_1993,jacc_1993,drift_moyen
siège,0.4962,1.0,0.4428,1.0,0.5597,1.0,0.4729,1.0,0.4929
françoise,0.4637,0.8889,0.5308,1.0,0.4119,0.9474,0.5647,0.9474,0.4928
extérieur,0.3852,1.0,0.4763,1.0,0.5966,1.0,0.5132,1.0,0.4928
soucieux,0.5045,1.0,0.4066,0.9474,0.5062,1.0,0.554,1.0,0.4928
primaire,0.4474,0.6667,0.4607,0.6667,0.4849,0.6667,0.5783,0.75,0.4928
œuvrer,0.4211,0.9474,0.431,0.9474,0.4973,1.0,0.6206,1.0,0.4925
considérable,0.3575,0.8889,0.6554,1.0,0.4929,0.8235,0.4641,0.9474,0.4925
précieux,0.4446,0.8889,0.5193,0.9474,0.4634,0.8235,0.5406,0.8889,0.492
charles,0.3984,0.8889,0.5101,0.75,0.5013,1.0,0.5572,0.8889,0.4917
domaine,0.4314,1.0,0.5079,1.0,0.5562,1.0,0.4709,1.0,0.4916
question,0.4164,0.9474,0.396,0.8889,0.5543,0.8889,0.5989,0.9474,0.4914
district,0.4403,0.6667,0.541,0.6667,0.5217,0.8235,0.4613,0.75,0.4911
revaloriser,0.4455,0.9474,0.4747,0.9474,0.5509,0.8889,0.493,0.9474,0.491
bassin,0.4914,0.8889,0.4638,0.9474,0.5648,0.9474,0.4427,0.75,0.4907
résistant,0.4386,0.6667,0.4497,0.8889,0.5716,0.8889,0.5029,0.6667,0.4907
équitable,0.5082,0.9474,0.457,0.9474,0.5144,0.8889,0.4834,1.0,0.4907
absence,0.5096,1.0,0.5237,1.0,0.3802,0.9474,0.5485,1.0,0.4905
lire,0.3438,0.9474,0.4995,0.8889,0.5729,1.0,0.5459,0.9474,0.4905
dominique,0.4209,1.0,0.5224,1.0,0.473,1.0,0.5456,1.0,0.4905
abrogation,0.4609,0.9474,0.4965,1.0,0.4807,1.0,0.5237,1.0,0.4904
participer,0.5513,1.0,0.4283,1.0,0.4603,1.0,0.5214,1.0,0.4903
pleinement,0.4939,0.8235,0.4794,0.9474,0.471,0.8889,0.5163,0.8889,0.4902
ordre,0.3646,0.8889,0.4669,0.9474,0.4546,0.8889,0.6746,0.8889,0.4902
injuste,0.4348,0.9474,0.3959,1.0,0.5479,1.0,0.5818,0.9474,0.4901
encouragement,0.5182,1.0,0.4391,1.0,0.4326,0.8889,0.5703,1.0,0.49
témoignage,0.3996,0.6667,0.5607,0.8235,0.4939,0.8235,0.5053,0.8235,0.4899
chirurgien,0.4583,0.8889,0.4726,0.9474,0.5358,0.9474,0.4926,0.8235,0.4898
textile,0.4596,0.9474,0.5205,0.9474,0.53,0.9474,0.4488,0.9474,0.4897
ignorer,0.5293,1.0,0.5308,1.0,0.4033,0.9474,0.4954,0.9474,0.4897
aggraver,0.3533,0.9474,0.618,1.0,0.5369,0.9474,0.4488,0.8235,0.4892
division,0.5288,1.0,0.3814,1.0,0.5178,1.0,0.5282,0.9474,0.489
démagogique,0.3791,0.8235,0.4767,0.9474,0.5952,0.9474,0.5043,0.75,0.4888
centrale,0.5676,0.8889,0.4597,0.9474,0.5068,0.9474,0.4212,0.9474,0.4888
progresser,0.4032,0.8889,0.4031,1.0,0.5808,0.9474,0.5673,0.9474,0.4886
poser,0.3863,0.8889,0.4895,0.8235,0.5566,0.8235,0.5216,0.9474,0.4885
taxe,0.4375,1.0,0.4402,0.9474,0.5295,1.0,0.5457,1.0,0.4882
insuffisant,0.4117,0.9474,0.5065,1.0,0.5588,1.0,0.4745,1.0,0.4879
programme,0.268,0.6667,0.4785,0.9474,0.7114,1.0,0.4936,0.9474,0.4879
arriver,0.4205,0.8889,0.4362,0.8889,0.5752,1.0,0.5192,0.9474,0.4878
amplifier,0.4683,0.9474,0.5565,0.9474,0.4603,0.9474,0.4657,0.8889,0.4877
sncf,0.3818,1.0,0.6144,0.9474,0.4945,0.9474,0.4598,0.9474,0.4876
résoudre,0.4331,0.9474,0.4269,0.9474,0.5056,0.9474,0.5847,0.9474,0.4876
organisme,0.439,1.0,0.4862,0.9474,0.5777,0.9474,0.445,1.0,0.487
dévouer,0.4892,0.8235,0.4202,0.75,0.5334,0.8235,0.5044,0.8889,0.4868
initiative,0.3871,0.9474,0.5624,0.9474,0.5163,0.9474,0.4806,0.9474,0.4866
finistère,0.3397,0.9474,0.4848,0.9474,0.5132,0.8889,0.6083,0.9474,0.4865
libéral,0.5621,0.8889,0.3802,0.9474,0.5767,0.9474,0.4265,0.9474,0.4864
garanti,0.4882,1.0,0.4427,1.0,0.3844,1.0,0.6294,1.0,0.4862
technique,0.4158,0.8235,0.5367,0.9474,0.4149,0.8889,0.577,0.9474,0.4861
prier,0.3198,0.8235,0.6847,0.75,0.392,0.8235,0.548,0.8235,0.4861
clair,0.4388,0.8889,0.4938,1.0,0.4418,0.8889,0.5698,0.8889,0.4861
réunir,0.369,1.0,0.559,1.0,0.4587,1.0,0.5564,1.0,0.4858
chef,0.5007,1.0,0.5076,1.0,0.4448,1.0,0.4896,1.0,0.4857
presse,0.352,0.8235,0.471,0.8235,0.4904,1.0,0.6294,0.8889,0.4857
toulouse,0.4124,0.9474,0.4374,0.9474,0.6341,0.9474,0.4584,0.9474,0.4856
moderne,0.4862,0.8889,0.4565,1.0,0.5009,0.9474,0.499,1.0,0.4856
subvention,0.4268,1.0,0.5293,1.0,0.5618,1.0,0.4238,0.9474,0.4854
rayonnement,0.4698,0.8889,0.5314,0.9474,0.4596,1.0,0.4787,1.0,0.4849
besoin,0.5129,0.9474,0.5025,1.0,0.4553,0.9474,0.4685,0.9474,0.4848
employé,0.4301,0.9474,0.5981,0.9474,0.4073,0.9474,0.5036,1.0,0.4848
nicole,0.4499,0.8889,0.5063,1.0,0.4943,1.0,0.4883,1.0,0.4847
face,0.3501,0.9474,0.6538,1.0,0.4947,1.0,0.4396,1.0,0.4846
manquer,0.4231,0.8235,0.5635,0.9474,0.5089,0.9474,0.4428,1.0,0.4846
tradition,0.4402,0.8889,0.3438,0.8235,0.574,0.8889,0.5797,1.0,0.4844
municipalité,0.4625,0.8235,0.4201,0.8235,0.6041,0.8235,0.4504,0.75,0.4843
nécessité,0.4357,0.9474,0.509,1.0,0.4556,1.0,0.5368,1.0,0.4843
marne,0.4168,0.9474,0.4441,0.8889,0.5603,0.8889,0.5127,0.8889,0.4835
énergie,0.4242,1.0,0.5471,1.0,0.5834,1.0,0.3793,1.0,0.4835
débat,0.5229,0.9474,0.396,1.0,0.4782,1.0,0.5364,1.0,0.4834
centaine,0.4785,0.9474,0.4423,0.9474,0.4653,0.9474,0.5471,0.9474,0.4833
utile,0.4874,1.0,0.5466,0.9474,0.4681,0.9474,0.431,0.9474,0.4833
système,0.443,1.0,0.413,1.0,0.536,0.9474,0.54,1.0,0.483
militer,0.4212,0.75,0.4187,0.9474,0.5738,0.8889,0.5184,0.8889,0.483
chance,0.441,0.9474,0.5381,0.8889,0.5031,0.9474,0.4498,0.9474,0.483
retrouver,0.4859,1.0,0.4949,1.0,0.4813,1.0,0.4693,0.8889,0.4828
administratif,0.4529,0.8235,0.4725,0.9474,0.5042,1.0,0.5011,1.0,0.4827
quitter,0.4642,1.0,0.4797,0.9474,0.5023,0.9474,0.4839,1.0,0.4825
incarner,0.4944,1.0,0.4348,1.0,0.5083,1.0,0.4924,1.0,0.4825
albert,0.3206,0.8889,0.5719,0.8889,0.5543,0.8235,0.4816,0.8235,0.4821
désir,0.3928,0.75,0.5239,0.8235,0.5268,0.9474,0.4846,0.9474,0.482
égal,0.375,0.8235,0.5166,0.8235,0.5358,0.9474,0.4998,0.9474,0.4818
philippe,0.4198,0.9474,0.4867,0.8235,0.5971,0.9474,0.4226,0.6667,0.4816
marine,0.5152,0.8889,0.5024,0.8889,0.4994,0.75,0.4091,0.9474,0.4815
relation,0.4102,1.0,0.5074,0.9474,0.5379,1.0,0.4701,0.9474,0.4814
demande,0.4202,1.0,0.462,0.8889,0.5421,0.9474,0.5014,1.0,0.4814
application,0.3851,0.9474,0.5074,0.9474,0.5336,1.0,0.4977,1.0,0.4809
injustice,0.4009,0.9474,0.5371,0.9474,0.5601,1.0,0.4251,0.9474,0.4808
réformer,0.4633,0.9474,0.4767,0.9474,0.5213,1.0,0.4616,1.0,0.4807
construire,0.3839,1.0,0.5126,1.0,0.5454,1.0,0.4804,0.8889,0.4806
fonctionnaire,0.4459,0.8235,0.6297,0.9474,0.4365,0.8889,0.4092,1.0,0.4803
socialo,0.404,0.8235,0.3971,0.75,0.5298,1.0,0.5893,1.0,0.4801
coalition,0.3359,0.8235,0.4454,0.8235,0.5816,1.0,0.5574,1.0,0.4801
orientation,0.4364,1.0,0.5215,1.0,0.4884,1.0,0.4735,1.0,0.4799
continuer,0.4883,0.9474,0.4525,1.0,0.4598,0.8889,0.5188,1.0,0.4799
immobilier,0.4181,0.8235,0.4612,0.75,0.5675,0.9474,0.4729,0.8889,0.4799
caisse,0.4248,0.8889,0.402,0.8889,0.5366,0.8889,0.5542,0.9474,0.4794
locataire,0.5017,0.8235,0.4089,0.6667,0.5285,0.9474,0.4777,0.9474,0.4792
arme,0.4559,0.9474,0.4251,0.8889,0.5736,0.9474,0.4616,0.9474,0.4791
service_public,0.3502,1.0,0.5027,1.0,0.5649,1.0,0.4974,1.0,0.4788
croire,0.4628,1.0,0.3792,0.9474,0.4512,1.0,0.6221,1.0,0.4788
idée,0.3961,1.0,0.5378,1.0,0.5428,0.9474,0.438,1.0,0.4787
mouvement,0.4171,0.8235,0.4949,0.8889,0.5673,0.9474,0.4351,0.8235,0.4786
effectuer,0.465,1.0,0.5169,0.9474,0.4466,1.0,0.4855,1.0,0.4785
service,0.4559,0.8889,0.4237,1.0,0.4468,1.0,0.5874,1.0,0.4785
écoute,0.5095,0.75,0.5087,0.8889,0.449,0.75,0.4467,0.8889,0.4785
principe,0.4581,0.9474,0.5247,0.9474,0.3722,1.0,0.5579,1.0,0.4782
peuple,0.435,1.0,0.4349,0.9474,0.6376,1.0,0.4056,1.0,0.4782
exportation,0.4664,0.8235,0.4963,0.8235,0.4759,1.0,0.4725,0.8889,0.4778
marin,0.5742,0.6667,0.4418,0.6667,0.4121,0.8889,0.4828,0.6667,0.4777
conservateur,0.4364,0.9474,0.4971,1.0,0.541,1.0,0.4361,0.9474,0.4777
multiplier,0.4409,1.0,0.443,0.9474,0.539,1.0,0.4879,1.0,0.4777
concret,0.478,1.0,0.5666,1.0,0.3961,0.8889,0.4695,0.9474,0.4775
devenir,0.5211,0.9474,0.4141,1.0,0.4956,1.0,0.4786,1.0,0.4774
yveline,0.5252,0.9474,0.4698,0.8889,0.5024,0.9474,0.4114,0.8235,0.4772
progressif,0.492,0.8889,0.4547,0.9474,0.5019,1.0,0.4572,0.8889,0.4765
souhaiter,0.5095,1.0,0.4303,1.0,0.4584,1.0,0.5073,1.0,0.4764
croissance,0.4647,0.9474,0.4137,0.9474,0.5331,0.8889,0.4931,1.0,0.4762
vive,0.3136,0.8235,0.4212,0.8235,0.6105,1.0,0.5591,1.0,0.4761
rappeler,0.4701,0.8235,0.4315,0.8889,0.6249,1.0,0.3779,1.0,0.4761
télévision,0.4446,0.8889,0.4511,0.8889,0.5338,0.9474,0.4733,0.8889,0.4757
autorité,0.4591,0.9474,0.5266,1.0,0.5673,1.0,0.3497,0.9474,0.4757
recevoir,0.5298,0.9474,0.4397,0.8889,0.4062,0.8889,0.527,0.9474,0.4757
rivière,0.4035,0.8235,0.5147,0.8235,0.5169,0.8889,0.4673,0.8235,0.4756
intérêt,0.3897,1.0,0.5079,1.0,0.5519,1.0,0.4527,0.9474,0.4756
licencier,0.376,0.8889,0.5481,0.6667,0.4045,0.75,0.5724,1.0,0.4752
aérien,0.376,0.8235,0.4911,0.8889,0.5043,0.8235,0.5277,1.0,0.4748
diminuer,0.4943,0.75,0.4088,0.9474,0.4538,0.9474,0.5425,0.9474,0.4748
universel,0.4476,0.8889,0.397,0.9474,0.5494,1.0,0.5043,1.0,0.4746
élaboration,0.4225,1.0,0.4424,0.9474,0.6036,0.9474,0.4288,0.8235,0.4743
exemple,0.5407,1.0,0.3994,0.9474,0.4824,1.0,0.4741,1.0,0.4742
préciser,0.4961,1.0,0.4425,1.0,0.5118,1.0,0.4448,1.0,0.4738
lutter,0.4438,0.9474,0.4446,0.8889,0.5139,1.0,0.4921,0.9474,0.4736
épanouissement,0.3846,0.8889,0.5443,1.0,0.4636,0.8889,0.5012,1.0,0.4734
coopération,0.4394,0.8889,0.5402,0.8889,0.5151,0.8889,0.3975,0.8235,0.4731
jamais,0.4458,1.0,0.4923,1.0,0.5362,1.0,0.4171,1.0,0.4729
paysan,0.3866,0.8235,0.4786,0.8235,0.538,1.0,0.4884,0.8889,0.4729
rassemblement,0.5809,0.8889,0.4139,0.8235,0.4801,1.0,0.4159,1.0,0.4727
démocratique,0.4028,0.9474,0.4503,0.9474,0.526,1.0,0.5118,1.0,0.4727
modérer,0.4928,1.0,0.5031,1.0,0.4821,0.9474,0.4127,1.0,0.4727
concitoyen,0.4482,0.9474,0.459,0.9474,0.5138,0.9474,0.4694,1.0,0.4726
parlementaire,0.4524,1.0,0.4536,1.0,0.5353,0.9474,0.4492,0.8889,0.4726
industrialisation,0.3812,0.75,0.4635,0.9474,0.5923,1.0,0.4532,0.75,0.4725
définir,0.3934,0.8235,0.5084,0.9474,0.4624,1.0,0.5254,1.0,0.4724
gestion,0.5067,1.0,0.4548,1.0,0.4597,0.8889,0.4669,1.0,0.472
infirmier,0.3667,0.8889,0.5244,0.8889,0.5538,0.9474,0.4429,0.8889,0.4719
accroître,0.3727,0.8889,0.5166,1.0,0.4218,0.9474,0.5758,1.0,0.4717
opposition,0.3902,0.8889,0.4099,1.0,0.6194,1.0,0.4665,0.9474,0.4715
revendication,0.4376,1.0,0.3397,0.9474,0.5066,1.0,0.6016,1.0,0.4714
collaborateur,0.4668,0.8889,0.4904,0.8889,0.4624,0.8889,0.4661,0.8889,0.4714
meilleur,0.4108,0.8889,0.4965,0.8889,0.4461,1.0,0.5319,1.0,0.4713
personnel,0.4406,1.0,0.5284,1.0,0.3527,1.0,0.5631,1.0,0.4712
réaliste,0.4542,0.8889,0.5068,1.0,0.5476,0.8889,0.3758,0.8889,0.4711
poste,0.2844,0.8235,0.4559,1.0,0.5938,0.8889,0.5488,1.0,0.4707
taux,0.438,0.8889,0.4702,0.9474,0.4843,1.0,0.4881,1.0,0.4702
durée,0.4885,0.8889,0.5002,0.9474,0.3332,0.9474,0.5585,0.8889,0.4701
valeur,0.3714,0.9474,0.4679,1.0,0.4759,0.9474,0.5647,1.0,0.47
changer,0.434,0.9474,0.5309,1.0,0.4763,1.0,0.4371,1.0,0.4696
véritable,0.4926,0.9474,0.4024,1.0,0.4768,1.0,0.5057,1.0,0.4694
risque,0.4065,0.8889,0.4475,0.8889,0.4996,1.0,0.5225,1.0,0.469
dignité,0.4704,0.8889,0.3471,0.8889,0.5849,0.9474,0.4729,1.0,0.4688
représenter,0.5385,1.0,0.5098,1.0,0.4126,1.0,0.414,1.0,0.4687
allemagne,0.4208,0.8889,0.5555,1.0,0.3981,0.9474,0.5,0.75,0.4686
viticulteur,0.4902,0.6667,0.423,0.75,0.4554,0.8235,0.5059,0.8235,0.4686
lyon,0.4346,0.8235,0.5269,0.9474,0.4632,0.8235,0.4492,0.8235,0.4685
gratuité,0.2589,0.75,0.5484,0.9474,0.5187,0.9474,0.5481,0.9474,0.4685
assumer,0.491,0.8889,0.4143,0.8889,0.5033,0.8235,0.4647,0.8235,0.4683
conformément,0.3595,0.8235,0.4109,0.5714,0.5489,1.0,0.5538,0.9474,0.4683
rencontre,0.5353,0.9474,0.5523,0.9474,0.3938,0.8889,0.3909,0.9474,0.4681
médecin,0.3946,0.8235,0.4723,0.8889,0.4706,0.75,0.5343,0.8235,0.4679
ensemble,0.4532,1.0,0.4746,1.0,0.4765,1.0,0.4662,1.0,0.4676
agée,0.3894,0.8889,0.4228,0.6667,0.5708,0.8235,0.4876,0.75,0.4676
groupe,0.3456,0.8235,0.4117,0.8235,0.5981,1.0,0.5147,1.0,0.4675
habitat,0.4446,0.9474,0.4913,0.9474,0.4885,0.8889,0.445,0.9474,0.4673
humaniste,0.4277,0.75,0.4687,0.8889,0.5761,0.8889,0.3965,0.8235,0.4673
constituer,0.4154,1.0,0.4777,1.0,0.5284,1.0,0.4476,1.0,0.4673
grand,0.4545,0.8889,0.3923,0.9474,0.5734,1.0,0.446,1.0,0.4665
libération,0.3894,0.9474,0.4655,0.9474,0.489,1.0,0.5222,1.0,0.4665
allier,0.5262,0.8235,0.5123,1.0,0.4869,0.9474,0.3401,0.8889,0.4664
adresser,0.4851,0.5714,0.4536,0.75,0.4819,1.0,0.4446,0.9474,0.4663
hier,0.4028,1.0,0.4885,0.9474,0.5546,0.9474,0.417,0.9474,0.4657
cour,0.4242,0.8889,0.4894,0.8235,0.4183,0.75,0.5305,0.8889,0.4656
existant,0.4715,0.8889,0.4046,0.8889,0.5153,0.8889,0.4683,0.9474,0.4649
créateur,0.4654,0.8235,0.4686,0.8235,0.4078,0.8235,0.5176,0.9474,0.4649
sensible,0.4002,0.75,0.5398,0.8889,0.4639,0.9474,0.4557,0.8889,0.4649
progression,0.3562,0.8235,0.4386,0.9474,0.518,0.8235,0.546,1.0,0.4647
temps_travail,0.4169,0.75,0.4235,0.75,0.4769,1.0,0.5409,0.9474,0.4645
contrôle,0.5048,1.0,0.3872,0.9474,0.4945,1.0,0.4694,1.0,0.464
dépense,0.3342,0.9474,0.4115,0.8889,0.5901,1.0,0.5203,0.9474,0.464
dominer,0.3853,0.9474,0.4776,1.0,0.5724,1.0,0.4207,0.8889,0.464
investiture,0.4095,0.9474,0.4707,0.8889,0.4771,0.9474,0.4986,1.0,0.464
prestation,0.3435,0.75,0.4755,0.75,0.4179,0.75,0.6182,1.0,0.4638
faite,0.3734,0.8889,0.4395,0.8235,0.5885,0.9474,0.452,0.8889,0.4633
toucher,0.4526,0.9474,0.4724,0.9474,0.4109,1.0,0.5175,0.9474,0.4633
ambition,0.4245,1.0,0.5517,1.0,0.5022,1.0,0.3738,0.9474,0.4631
protéger,0.419,0.8889,0.4948,0.9474,0.4482,0.8889,0.4903,0.9474,0.4631
alléger,0.4333,0.9474,0.4065,0.75,0.4908,1.0,0.5191,1.0,0.4624
promesse,0.2975,0.75,0.4362,1.0,0.6401,1.0,0.4744,0.8889,0.462
profondément,0.3055,0.8889,0.5438,0.8889,0.5121,0.9474,0.4865,0.8889,0.462
quotidien,0.4575,1.0,0.4835,1.0,0.3657,1.0,0.5409,0.9474,0.4619
public,0.4349,0.8889,0.5404,0.9474,0.4431,0.9474,0.428,0.9474,0.4616
réalisation,0.3502,1.0,0.436,0.9474,0.4865,0.9474,0.5737,1.0,0.4616
engager,0.4547,1.0,0.4913,1.0,0.5417,1.0,0.3528,0.9474,0.4601
remplir,0.325,0.75,0.441,0.8235,0.6528,0.9474,0.4203,0.75,0.4598
gilbert,0.448,0.75,0.518,0.75,0.4507,0.75,0.4224,0.75,0.4598
conséquence,0.3301,0.8889,0.4176,0.9474,0.5061,0.9474,0.5845,0.9474,0.4596
faveur,0.4257,1.0,0.3575,1.0,0.4538,0.9474,0.5994,1.0,0.4591
animation,0.4767,0.8889,0.4931,0.75,0.4771,0.6667,0.3883,0.8235,0.4588
distinction,0.4358,0.8889,0.3667,0.8889,0.479,0.8889,0.5532,0.8889,0.4587
atout,0.4701,0.8889,0.4123,0.9474,0.5118,0.8889,0.4398,0.8889,0.4585
rejoindre,0.4517,0.9474,0.4113,1.0,0.4771,0.9474,0.4926,1.0,0.4582
aimer,0.4036,0.8889,0.5238,0.8889,0.4831,0.9474,0.422,1.0,0.4581
débouché,0.3459,1.0,0.5327,0.9474,0.4518,0.9474,0.5018,1.0,0.4581
algérie,0.4656,1.0,0.534,0.8235,0.4157,0.9474,0.4153,0.8889,0.4576
loyal,0.4491,0.9474,0.5234,0.9474,0.4587,0.9474,0.3985,0.8889,0.4574
condition_travail,0.273,0.8235,0.412,1.0,0.5267,1.0,0.6174,0.9474,0.4573
réfléchir,0.3922,1.0,0.4329,1.0,0.5403,1.0,0.463,1.0,0.4571
particulier,0.4448,0.9474,0.4604,0.9474,0.343,0.8889,0.5802,1.0,0.4571
consultation,0.414,0.9474,0.4196,1.0,0.5389,0.9474,0.4554,0.9474,0.457
strasbourg,0.4497,0.8889,0.5001,0.8889,0.461,1.0,0.4173,1.0,0.457
institution,0.3105,0.9474,0.4351,0.8235,0.5043,0.9474,0.5765,1.0,0.4566
conviction,0.3401,1.0,0.3781,1.0,0.6057,1.0,0.5018,1.0,0.4564
christian,0.3817,0.75,0.3564,0.75,0.5829,0.8889,0.5032,0.75,0.456
nettement,0.319,0.4615,0.5991,0.8235,0.4939,0.6667,0.4119,0.6667,0.456
homme,0.4609,0.8889,0.5088,0.9474,0.4433,0.9474,0.4108,0.8889,0.456
traditionnel,0.4856,1.0,0.3805,0.9474,0.3864,0.9474,0.5711,1.0,0.4559
généreux,0.3969,0.9474,0.4114,0.9474,0.4735,0.8889,0.5415,1.0,0.4558
attaché,0.4776,0.8235,0.465,0.8889,0.4496,0.9474,0.4292,0.75,0.4553
redonner,0.4209,1.0,0.4765,1.0,0.5193,1.0,0.4043,0.9474,0.4553
menace,0.339,0.9474,0.398,0.8889,0.4314,0.9474,0.6507,1.0,0.4548
accessible,0.4213,0.9474,0.546,0.9474,0.4291,0.9474,0.4229,1.0,0.4548
vert,0.2926,0.75,0.3673,0.75,0.5789,1.0,0.5806,0.9474,0.4548
répondre,0.3932,0.9474,0.4167,0.9474,0.4836,0.8889,0.5252,1.0,0.4547
protection_social,0.3422,0.9474,0.5329,1.0,0.4446,1.0,0.4979,1.0,0.4544
nouveau,0.4515,1.0,0.3346,0.9474,0.5274,1.0,0.5043,1.0,0.4544
consommation,0.3436,0.8889,0.4789,0.8889,0.5585,0.9474,0.4358,0.8889,0.4542
concentration,0.3807,0.9474,0.4985,1.0,0.5423,0.9474,0.3951,0.9474,0.4541
implanter,0.3706,0.8889,0.5659,0.9474,0.4521,0.9474,0.4276,0.8889,0.4541
légitime,0.3698,0.9474,0.4052,0.9474,0.5748,0.9474,0.4659,0.9474,0.4539
moyen,0.513,1.0,0.4318,0.8889,0.4268,1.0,0.4439,1.0,0.4539
cause,0.4484,0.9474,0.4018,0.8889,0.5147,0.8889,0.4503,0.8889,0.4538
battre,0.4268,0.9474,0.4481,0.9474,0.3842,1.0,0.5518,1.0,0.4527
doter,0.4133,0.8889,0.4698,0.9474,0.5127,1.0,0.4122,1.0,0.452
sectarisme,0.3589,0.9474,0.4757,0.9474,0.5306,0.9474,0.442,0.9474,0.4518
clermont,0.4817,0.8235,0.4222,0.8235,0.4654,0.9474,0.4363,0.8235,0.4514
enjeu,0.4297,0.8235,0.4173,0.8889,0.4476,0.8235,0.5109,1.0,0.4514
position,0.4693,1.0,0.4856,0.9474,0.4514,0.9474,0.399,0.9474,0.4513
législature,0.326,0.75,0.5458,0.8889,0.533,1.0,0.4001,0.8235,0.4512
importance,0.397,0.8889,0.5163,1.0,0.3852,0.9474,0.5052,1.0,0.4509
compte,0.4711,1.0,0.3286,1.0,0.3852,0.9474,0.6186,1.0,0.4509
gare,0.4147,0.9474,0.4848,0.8235,0.4692,0.8235,0.4338,0.75,0.4506
attentif,0.4195,0.75,0.5471,0.6667,0.4915,0.75,0.3444,0.8889,0.4506
total,0.4597,0.9474,0.4255,1.0,0.486,1.0,0.4307,1.0,0.4505
respecter,0.4248,0.9474,0.4762,0.9474,0.4677,0.9474,0.4326,1.0,0.4503
réel,0.3749,0.9474,0.3264,0.9474,0.4766,1.0,0.6232,1.0,0.4503
françois,0.4534,0.9474,0.4477,1.0,0.4985,1.0,0.4009,0.75,0.4501
gouvernement,0.4491,0.8235,0.4943,0.8889,0.4254,0.9474,0.4298,0.9474,0.4497
roland,0.35,0.6667,0.4462,0.4615,0.5172,0.8235,0.4826,0.6667,0.449
mieux,0.4712,0.8889,0.4621,0.9474,0.4551,0.8889,0.4076,1.0,0.449
réduire,0.3734,0.8889,0.4297,0.8235,0.5086,1.0,0.4836,0.9474,0.4488
journal,0.5071,0.9474,0.4266,0.9474,0.4849,0.9474,0.3757,0.9474,0.4486
trop,0.3884,1.0,0.6085,1.0,0.4999,0.9474,0.2972,1.0,0.4485
faciliter,0.3557,0.8235,0.5031,0.9474,0.4148,0.9474,0.5188,0.8235,0.4481
solidarité,0.4456,1.0,0.422,0.9474,0.4866,1.0,0.4362,1.0,0.4476
tâche,0.5121,1.0,0.4653,0.9474,0.4145,0.9474,0.3982,0.9474,0.4475
gouverner,0.4179,1.0,0.5198,1.0,0.4036,1.0,0.4487,0.9474,0.4475
accès,0.3776,0.8889,0.4817,0.8235,0.4337,0.9474,0.4964,0.9474,0.4474
logement_social,0.4719,0.9474,0.4788,0.8889,0.4349,0.75,0.4026,0.8889,0.447
atlantique,0.4647,0.8235,0.4311,0.8235,0.4909,0.8889,0.3997,0.8889,0.4466
particulièrement,0.411,1.0,0.4159,0.9474,0.4793,0.8235,0.4799,0.9474,0.4465
licenciement,0.3061,0.5714,0.5238,0.9474,0.472,1.0,0.4836,0.9474,0.4464
diplômé,0.4249,0.8235,0.4863,0.8235,0.456,0.9474,0.4166,0.8889,0.446
disparaître,0.3511,0.8889,0.369,0.8889,0.5462,1.0,0.5171,0.9474,0.4458
information,0.329,0.9474,0.4336,0.9474,0.4707,1.0,0.5472,1.0,0.4451
sécurité,0.3476,0.8889,0.469,1.0,0.4421,0.9474,0.5211,1.0,0.445
ministère,0.4836,0.8889,0.4056,0.8235,0.4481,0.75,0.4425,0.9474,0.4449
aide,0.5389,0.8889,0.3768,0.8889,0.3663,0.9474,0.4953,0.9474,0.4443
danger,0.3752,0.9474,0.3582,0.8889,0.5163,1.0,0.5262,1.0,0.444
réélire,0.5004,1.0,0.4054,0.8889,0.4999,0.8889,0.3699,0.5714,0.4439
objectif,0.4586,0.8889,0.4488,0.9474,0.4897,0.9474,0.3759,0.9474,0.4432
massivement,0.5416,1.0,0.3608,0.8889,0.43,0.9474,0.4378,0.9474,0.4425
inflation,0.3246,0.9474,0.3401,0.9474,0.5173,1.0,0.5874,0.9474,0.4423
égalité,0.3901,1.0,0.3794,0.9474,0.5289,1.0,0.4694,0.9474,0.4419
constant,0.4924,0.9474,0.4096,0.8889,0.3899,1.0,0.4742,0.9474,0.4415
originaire,0.2997,0.75,0.4942,0.75,0.5,0.8235,0.4692,0.75,0.4408
rénovation,0.3172,0.8235,0.4524,0.8889,0.4624,0.9474,0.5305,1.0,0.4406
choisir,0.3957,0.9474,0.4104,0.9474,0.5185,1.0,0.4375,0.9474,0.4405
harmonieux,0.4919,0.9474,0.4022,0.75,0.4675,0.8889,0.4001,0.75,0.4404
volonté,0.4192,0.6667,0.4133,0.75,0.4156,0.9474,0.5131,0.9474,0.4403
cœur,0.4355,0.8889,0.3772,0.8235,0.4599,0.8235,0.4884,0.8889,0.4402
inégalité,0.3581,0.9474,0.4473,0.9474,0.5498,0.8889,0.4053,0.8889,0.4401
universitaire,0.4026,0.75,0.5267,0.9474,0.4998,0.75,0.3303,0.8235,0.4398
mesure,0.4021,0.9474,0.4497,0.8889,0.4663,1.0,0.4406,1.0,0.4397
chômage,0.4098,1.0,0.3707,1.0,0.416,1.0,0.5612,1.0,0.4394
inquiétude,0.4426,0.8235,0.4221,0.75,0.4412,0.8889,0.4512,0.9474,0.4393
confier,0.462,0.8889,0.3969,0.8889,0.4296,0.9474,0.467,0.8889,0.4389
accomplir,0.3821,0.9474,0.399,0.8889,0.4347,0.8889,0.5399,0.8889,0.4389
